ASV_ID,kingdom,phylum,class,order,family,genus,species,domain,species_raw,best_id,species_lab,occ_query_name,occ_n_records,occ_n_gbif,occ_n_obis,occ_min_distance_km,occ_nearest_lat,occ_nearest_lon,occ_in_study_area,occ_in_buffer,occ_assessment,occ_congeners_in_region,assigned_pct_identity,validation_flag,best_congener,best_congener_pct_identity,n_congeners_in_db,congeners_in_db,n_congeners_missing,congeners_missing,final_decision,decision_confidence,decision_reason,cleaned_species
ASV148,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Eukaryota,Homo sapiens,Homo sapiens,Homo sapiens 4,Homo sapiens,3,3,0,0,,,True,True,CONFIRMED,,99.4,UNCERTAIN,Homo heidelbergensis,96.5,2.0,Homo heidelbergensis; Homo sapiens,26.0,Helacyton gartleri; Homo afer; Homo americanus; Homo antecessor; Homo asiaticus; Homo bodoensis; Homo cepranensis; Homo denisova; Homo erectus; Homo ergaster,DROP_TO_GENUS,LOW,Geographic CONFIRMED but missing congeners in DB - cannot validate,Homo sp. cf. sapiens
ASV149,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Eukaryota,Clupea harengus,Clupea harengus,Clupea harengus 21,Clupea harengus,3402,88,3314,0,,,True,True,CONFIRMED,,98.3,UNCERTAIN,Clupea pallasii,97.7,2.0,Clupea harengus; Clupea pallasii,59.0,Clupea anomalura; Clupea arcuata; Clupea arezedi; Clupea beurardi; Clupea brevis; Clupea chinensis; Clupea chrysotaenia; Clupea curta; Clupea dentex; Clupea elongata,DROP_TO_GENUS,LOW,Geographic CONFIRMED but missing congeners in DB - cannot validate,Clupea sp. cf. harengus
ASV150,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar,Eukaryota,Salmo salar,Salmo salar,Salmo salar 2,Salmo salar,110604,69150,41454,0,,,True,True,CONFIRMED,,99.4,UNCERTAIN,Salmo labrax,97.6,12.0,Salmo carpio; Salmo caspius; Salmo cenerinus; Salmo ischchan; Salmo labrax; Salmo macrostigma; Salmo marmoratus; Salmo obtusirostris; Salmo pallaryi; Salmo rhodanensis,144.0,Fario aurora; Salmo abanticus; Salmo adirondacus; Salmo akairos; Salmo alipes; Salmo americanus; Salmo aphelios; Salmo arabatsch; Salmo araxensis; Salmo arcticus,DROP_TO_GENUS,LOW,Geographic CONFIRMED but missing congeners in DB - cannot validate,Salmo sp. cf. salar
ASV151,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Eukaryota,Clupea harengus,Clupea harengus,Clupea harengus 22,Clupea harengus,3402,88,3314,0,,,True,True,CONFIRMED,,98.8,UNCERTAIN,Clupea pallasii,98.3,2.0,Clupea harengus; Clupea pallasii,59.0,Clupea anomalura; Clupea arcuata; Clupea arezedi; Clupea beurardi; Clupea brevis; Clupea chinensis; Clupea chrysotaenia; Clupea curta; Clupea dentex; Clupea elongata,DROP_TO_GENUS,LOW,Geographic CONFIRMED but missing congeners in DB - cannot validate,Clupea sp. cf. harengus
ASV152,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Platichthys,Platichthys stellatus,Eukaryota,Platichthys stellatus,Platichthys stellatus,Platichthys stellatus 3,Platichthys stellatus,19811,12106,7705,4573.044400674077,68.16666666666667,-108.833333333333,False,False,DOUBTFUL,Passer oculatus; Platichthys flesus; Platichthys solemdali,99.4,UNCERTAIN,,,2.0,Platichthys flesus; Platichthys stellatus,2.0,Passer oculatus; Platichthys solemdali,DROP_TO_GENUS,MEDIUM,4573km from known range with 3 local congener(s),
ASV153,Eukaryota,Chordata,Actinopteri,Esociformes,Esocidae,Esox,Esox lucius,Eukaryota,Esox lucius,Esox lucius,Esox lucius,Esox lucius,4053,4053,0,0,,,True,True,CONFIRMED,,100.0,CONFIDENT,Esox cisalpinus,99.4,6.0,Esox americanus; Esox cisalpinus; Esox lucius; Esox masquinongy; Esox niger; Esox reichertii,44.0,Esox acus; Esox affinis; Esox alepidotus; Esox amentus; Esox angulatus; Esox aquitanicus; Esox australis; Esox chilensis; Esox cirrhatus; Esox clathratus,KEEP,HIGH,Geographic CONFIRMED + sequence match (100.0%),Esox lucius
ASV154,Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinus,Phoxinus,Eukaryota,,Phoxinus,Phoxinus 12,,,,,,,,,,,,0.0,GENUS_ONLY,Phoxinus fayollarum,97.1,11.0,Phoxinus bigerri; Phoxinus csikii; Phoxinus dragarum; Phoxinus fayollarum; Phoxinus keumkang; Phoxinus lumaireul; Phoxinus phoxinus; Phoxinus semotilus; Phoxinus septimaniae; Phoxinus steindachneri,0.0,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY",
ASV155,Eukaryota,Chordata,Actinopteri,Gadiformes,Lotidae,Molva,Molva molva,Eukaryota,Molva molva,Molva molva,Molva molva 5,Molva molva,584,156,428,0,,,True,True,CONFIRMED,,99.4,UNCERTAIN,Molva dypterygia,95.9,3.0,Molva dypterygia; Molva macrophthalma; Molva molva,3.0,Molva dubia; Molva huntia; Molva palaeomorpha,DROP_TO_GENUS,LOW,Geographic CONFIRMED but missing congeners in DB - cannot validate,Molva sp. cf. molva
ASV156,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Ctenolabrus,Ctenolabrus rupestris,Eukaryota,Ctenolabrus rupestris,Ctenolabrus rupestris,Ctenolabrus rupestris 9,Ctenolabrus rupestris,688,113,575,0,,,True,True,CONFIRMED,,98.8,UNCERTAIN,,,1.0,Ctenolabrus rupestris,1.0,Ctenolabrus knoxi,DROP_TO_GENUS,LOW,Geographic CONFIRMED but missing congeners in DB - cannot validate,Ctenolabrus sp. cf. rupestris
ASV157,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Gobiusculus,Gobiusculus flavescens,Eukaryota,Gobiusculus flavescens,Gobiusculus flavescens,Gobiusculus flavescens 3,Gobiusculus flavescens,161,141,20,0,,,True,True,CONFIRMED,,98.2,UNCERTAIN,,,1.0,Gobiusculus flavescens,1.0,Gobiusculus flavenscens,DROP_TO_GENUS,LOW,Geographic CONFIRMED but missing congeners in DB - cannot validate,Gobiusculus sp. cf. flavescens
ASV158,Eukaryota,Chordata,Chondrichthyes,Chimaeriformes,Chimaeridae,Chimaera,Chimaera monstrosa,Eukaryota,Chimaera monstrosa,Chimaera monstrosa,Chimaera monstrosa,Chimaera monstrosa,246,245,1,0,,,True,True,CONFIRMED,,99.5,NO_CONGENERS,,,0.0,,0.0,,KEEP,MEDIUM,"Geographic CONFIRMED, 99.5% match (monotypic/rare genus)",Chimaera monstrosa
ASV159,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Eukaryota,Clupea harengus,Clupea harengus,Clupea harengus 23,Clupea harengus,3402,88,3314,0,,,True,True,CONFIRMED,,98.3,UNCERTAIN,Clupea pallasii,97.7,2.0,Clupea harengus; Clupea pallasii,59.0,Clupea anomalura; Clupea arcuata; Clupea arezedi; Clupea beurardi; Clupea brevis; Clupea chinensis; Clupea chrysotaenia; Clupea curta; Clupea dentex; Clupea elongata,DROP_TO_GENUS,LOW,Geographic CONFIRMED but missing congeners in DB - cannot validate,Clupea sp. cf. harengus
ASV160,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Callionymidae,Callionymus,Callionymus reticulatus,Eukaryota,Callionymus reticulatus,Callionymus reticulatus,Callionymus reticulatus 1,Callionymus reticulatus,9,5,4,0,,,True,True,CONFIRMED,,100.0,CONFIDENT,Callionymus lyra,86.7,18.0,Callionymus bairdi; Callionymus belcheri; Callionymus beniteguri; Callionymus enneactis; Callionymus formosanus; Callionymus guentheri; Callionymus hindsii; Callionymus izuensis; Callionymus japonicus; Callionymus koreanus,131.0,Callionymus aagilis; Callionymus acutirostris; Callionymus admirabilis; Callionymus affinis; Callionymus afilum; Callionymus africanus; Callionymus alisae; Callionymus altipinnis; Callionymus amboina; Callionymus annulatus,KEEP,HIGH,Geographic CONFIRMED + sequence match (100.0%),Callionymus reticulatus
ASV161,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Eukaryota,Sus scrofa,Sus scrofa,Sus scrofa 1,Sus scrofa,22,22,0,0,,,True,True,CONFIRMED,,98.8,UNCERTAIN,Sus verrucosus,97.6,5.0,Sus barbatus; Sus cebifrons; Sus celebensis; Sus scrofa; Sus verrucosus,21.0,Sus ahoenobarbus; Sus antediluvianus; Sus bucculentus; Sus erymanthius; Sus giganteus; Sus hysudricus; Sus nanus; Sus oliveri; Sus palaeochoerus; Sus palustris,DROP_TO_GENUS,LOW,Geographic CONFIRMED but missing congeners in DB - cannot validate,Sus sp. cf. scrofa
ASV162,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Raniceps,Raniceps raninus,Eukaryota,Raniceps raninus,Raniceps raninus,Raniceps raninus 2,Raniceps raninus,29,24,5,0,,,True,True,CONFIRMED,,99.4,UNCERTAIN,,,1.0,Raniceps raninus,6.0,Gadi tuberculosus; Raniceps hermani; Raniceps latidens; Raniceps latisulcatus; Raniceps parcus; Raniceps planus,DROP_TO_GENUS,LOW,Geographic CONFIRMED but missing congeners in DB - cannot validate,Raniceps sp. cf. raninus
ASV163,Eukaryota,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus agrestis,Eukaryota,Microtus agrestis,Microtus agrestis,Microtus agrestis,Microtus agrestis,1015,1015,0,0,,,True,True,CONFIRMED,,99.4,UNCERTAIN,Microtus lavernedii,98.8,22.0,Microtus agrestis; Microtus arvalis; Microtus cabrerae; Microtus californicus; Microtus chrotorrhinus; Microtus daghestanicus; Microtus duodecimcostatus; Microtus felteni; Microtus guentheri; Microtus ilaeus,74.0,Hipudaeus brecciensis; Microtus abbreviatus; Microtus anatolicus; Microtus asio; Microtus australis; Microtus bavaricus; Microtus brachycercus; Microtus brandti; Microtus brecciensis; Microtus brewer,DROP_TO_GENUS,LOW,Geographic CONFIRMED but missing congeners in DB - cannot validate,Microtus sp. cf. agrestis
ASV164,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salvelinus,Salvelinus curilus,Eukaryota,Salvelinus curilus,Salvelinus curilus,Salvelinus curilus 3,Salvelinus curilus,182,118,64,3592.6354072858476,63.7261,-68.5156,False,False,DOUBTFUL,Salvelinus agassizii; Salvelinus albus; Salvelinus alpinus; Salvelinus anaktuvukensis; Salvelinus andriashevi; Salvelinus angustus; Salvelinus boganidae; Salvelinus colii; Salvelinus confluentus; Salvelinus czerskii; Salvelinus drjagini; Salvelinus elgyticus; Salvelinus evasus; Salvelinus faroensis; Salvelinus fimbriatus; Salvelinus fontinalis; Salvelinus gracillimus; Salvelinus grayi; Salvelinus gritzenkoi; Salvelinus inframundus; Salvelinus jacuticus; Salvelinus japonicus; Salvelinus killinensis; Salvelinus kingi; Salvelinus krogiusae; Salvelinus kronocius; Salvelinus kuznetzovi; Salvelinus lepechini; Salvelinus leucomaenis; Salvelinus levanidovi; Salvelinus lonsdalii; Salvelinus mallochi; Salvelinus malma; Salvelinus maxillaris; Salvelinus multidentatus; Salvelinus murta; Salvelinus namaycush; Salvelinus neiva; Salvelinus neocomensis; Salvelinus obtusus; Salvelinus perisii; Salvelinus profundus; Salvelinus salvelinoinsularis; Salvelinus schmidti; Salvelinus struanensis; Salvelinus taimyricus; Salvelinus taranetzi; Salvelinus thingvallensis; Salvelinus tolmachoffi; Salvelinus umbla; Salvelinus vasiljevae; Salvelinus willoughbii; Salvelinus youngeri,99.4,UNCERTAIN,Salvelinus drjagini,99.4,18.0,Salvelinus albus; Salvelinus alpinus; Salvelinus boganidae; Salvelinus confluentus; Salvelinus curilus; Salvelinus drjagini; Salvelinus elgyticus; Salvelinus fontinalis; Salvelinus kronocius; Salvelinus kuznetzovi,36.0,Salvelinus agassizii; Salvelinus anaktuvukensis; Salvelinus andriashevi; Salvelinus angustus; Salvelinus colii; Salvelinus czerskii; Salvelinus evasus; Salvelinus faroensis; Salvelinus fimbriatus; Salvelinus gracillimus,DROP_TO_GENUS,HIGH,3593km away; local congener(s) match equally - likely local species,
ASV165,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Pomatoschistus,Pomatoschistus pictus,Eukaryota,Pomatoschistus pictus,Pomatoschistus pictus,Pomatoschistus pictus 3,Pomatoschistus pictus,19,18,1,0,,,True,True,CONFIRMED,,100.0,CONFIDENT,Pomatoschistus minutus,95.3,8.0,Pomatoschistus knerii; Pomatoschistus lozanoi; Pomatoschistus marmoratus; Pomatoschistus microps; Pomatoschistus minutus; Pomatoschistus norvegicus; Pomatoschistus pictus; Pomatoschistus quagga,8.0,Pomatoschistus anatoliae; Pomatoschistus bacescui; Pomatoschistus bathi; Pomatoschistus bunyatovi; Pomatoschistus canestrinii; Pomatoschistus montenegrensis; Pomatoschistus nanus; Pomatoschistus tortonesei,KEEP,HIGH,Geographic CONFIRMED + sequence match (100.0%),Pomatoschistus pictus
ASV166,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Gobius,Gobius niger,Eukaryota,Gobius niger,Gobius niger,Gobius niger,Gobius niger,116,37,79,0,,,True,True,CONFIRMED,,100.0,CONFIDENT,Gobius cruentatus,82.6,8.0,Gobius auratus; Gobius bucchichi; Gobius cobitis; Gobius cruentatus; Gobius incognitus; Gobius niger; Gobius paganellus; Gobius xanthocephalus,183.0,Gobius aidouri; Gobius albescens; Gobius albus; Gobius alepidoptus; Gobius alepidotus; Gobius anguillaris; Gobius anthonyi; Gobius aphya; Gobius apuseniensis; Gobius arenarius,KEEP,HIGH,Geographic CONFIRMED + sequence match (100.0%),Gobius niger
ASV167,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Eukaryota,Clupea pallasii,Clupea pallasii,Clupea pallasii 6,Clupea pallasii,6,6,0,799.967717003177,,,False,False,POSSIBLE,Clupea anomalura; Clupea arcuata; Clupea arezedi; Clupea beurardi; Clupea brevis; Clupea chinensis; Clupea chrysotaenia; Clupea curta; Clupea dentex; Clupea elongata; Clupea fimbriata; Clupea gasterostea; Clupea gigantea; Clupea guestfalica; Clupea hadleyi; Clupea harengus; Clupea ignota; Clupea inermis; Clupea inflata; Clupea laccia; Clupea longimana; Clupea macrocephala; Clupea macrochira; Clupea macropthalma; Clupea macroura; Clupea manulensis; Clupea marisalbi; Clupea megapteryx; Clupea melastoma; Clupea membras; Clupea montevideo; Clupea opisthopteryx; Clupea papalina; Clupea piltschardus; Clupea polyachanthina; Clupea rex; Clupea sardinites; Clupea saulos; Clupea scheuchseri; Clupea smaragdina; Clupea spec; Clupea sulcata; Clupea suworowi; Clupea tenuissima; Clupea testis; Clupea tiejei; Clupea tobarana; Clupea trigintaoctoradiata; Clupea trinacridis; Clupea ventricosa; Clupea verticalis; Clupea vigintiquiniradiata; Clupea vigintiradiata; Clupea vittargentea; Clupea vittata; Clupea voinovi; Clupea weileri; Clupea xenophanis; Clupea zanclea; Sardinella caudata,98.3,UNCERTAIN,,,2.0,Clupea harengus; Clupea pallasii,59.0,Clupea anomalura; Clupea arcuata; Clupea arezedi; Clupea beurardi; Clupea brevis; Clupea chinensis; Clupea chrysotaenia; Clupea curta; Clupea dentex; Clupea elongata,DROP_TO_GENUS,MEDIUM,800km from known range with 60 local congener(s),
ASV168,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Eukaryota,Clupea pallasii,Clupea pallasii,Clupea pallasii 7,Clupea pallasii,6,6,0,799.967717003177,,,False,False,POSSIBLE,Clupea anomalura; Clupea arcuata; Clupea arezedi; Clupea beurardi; Clupea brevis; Clupea chinensis; Clupea chrysotaenia; Clupea curta; Clupea dentex; Clupea elongata; Clupea fimbriata; Clupea gasterostea; Clupea gigantea; Clupea guestfalica; Clupea hadleyi; Clupea harengus; Clupea ignota; Clupea inermis; Clupea inflata; Clupea laccia; Clupea longimana; Clupea macrocephala; Clupea macrochira; Clupea macropthalma; Clupea macroura; Clupea manulensis; Clupea marisalbi; Clupea megapteryx; Clupea melastoma; Clupea membras; Clupea montevideo; Clupea opisthopteryx; Clupea papalina; Clupea piltschardus; Clupea polyachanthina; Clupea rex; Clupea sardinites; Clupea saulos; Clupea scheuchseri; Clupea smaragdina; Clupea spec; Clupea sulcata; Clupea suworowi; Clupea tenuissima; Clupea testis; Clupea tiejei; Clupea tobarana; Clupea trigintaoctoradiata; Clupea trinacridis; Clupea ventricosa; Clupea verticalis; Clupea vigintiquiniradiata; Clupea vigintiradiata; Clupea vittargentea; Clupea vittata; Clupea voinovi; Clupea weileri; Clupea xenophanis; Clupea zanclea; Sardinella caudata,98.8,UNCERTAIN,,,2.0,Clupea harengus; Clupea pallasii,59.0,Clupea anomalura; Clupea arcuata; Clupea arezedi; Clupea beurardi; Clupea brevis; Clupea chinensis; Clupea chrysotaenia; Clupea curta; Clupea dentex; Clupea elongata,DROP_TO_GENUS,MEDIUM,800km from known range with 60 local congener(s),
ASV169,Eukaryota,Chordata,Actinopteri,Gadiformes,Lotidae,Brosme,Brosme brosme,Eukaryota,Brosme brosme,Brosme brosme,Brosme brosme 3,Brosme brosme,553,123,430,0,,,True,True,CONFIRMED,,100.0,CONFIDENT,,,1.0,Brosme brosme,4.0,Brosmius andrussovi; Brosmius exiguus; Brosmius udanad; Brosmius venustus,KEEP,HIGH,Geographic CONFIRMED + sequence match (100.0%),Brosme brosme
ASV170,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Eukaryota,Homo sapiens,Homo sapiens,Homo sapiens 5,Homo sapiens,3,3,0,0,,,True,True,CONFIRMED,,99.4,UNCERTAIN,Homo heidelbergensis,96.5,2.0,Homo heidelbergensis; Homo sapiens,26.0,Helacyton gartleri; Homo afer; Homo americanus; Homo antecessor; Homo asiaticus; Homo bodoensis; Homo cepranensis; Homo denisova; Homo erectus; Homo ergaster,DROP_TO_GENUS,LOW,Geographic CONFIRMED but missing congeners in DB - cannot validate,Homo sp. cf. sapiens
ASV171,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Callionymidae,Callionymus,Callionymus reticulatus,Eukaryota,Callionymus reticulatus,Callionymus reticulatus,Callionymus reticulatus 2,Callionymus reticulatus,9,5,4,0,,,True,True,CONFIRMED,,99.4,UNCERTAIN,Callionymus lyra,86.1,18.0,Callionymus bairdi; Callionymus belcheri; Callionymus beniteguri; Callionymus enneactis; Callionymus formosanus; Callionymus guentheri; Callionymus hindsii; Callionymus izuensis; Callionymus japonicus; Callionymus koreanus,131.0,Callionymus aagilis; Callionymus acutirostris; Callionymus admirabilis; Callionymus affinis; Callionymus afilum; Callionymus africanus; Callionymus alisae; Callionymus altipinnis; Callionymus amboina; Callionymus annulatus,DROP_TO_GENUS,LOW,Geographic CONFIRMED but missing congeners in DB - cannot validate,Callionymus sp. cf. reticulatus
ASV172,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Pomatoschistus,Pomatoschistus minutus,Eukaryota,Pomatoschistus minutus,Pomatoschistus minutus,Pomatoschistus minutus 2,Pomatoschistus minutus,24,19,5,0,,,True,True,CONFIRMED,,99.4,UNCERTAIN,Pomatoschistus pictus,96.5,8.0,Pomatoschistus knerii; Pomatoschistus lozanoi; Pomatoschistus marmoratus; Pomatoschistus microps; Pomatoschistus minutus; Pomatoschistus norvegicus; Pomatoschistus pictus; Pomatoschistus quagga,8.0,Pomatoschistus anatoliae; Pomatoschistus bacescui; Pomatoschistus bathi; Pomatoschistus bunyatovi; Pomatoschistus canestrinii; Pomatoschistus montenegrensis; Pomatoschistus nanus; Pomatoschistus tortonesei,DROP_TO_GENUS,LOW,Geographic CONFIRMED but missing congeners in DB - cannot validate,Pomatoschistus sp. cf. minutus
ASV173,Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinus,Phoxinus,Eukaryota,,Phoxinus,Phoxinus 13,,,,,,,,,,,,0.0,GENUS_ONLY,Phoxinus phoxinus,95.4,11.0,Phoxinus bigerri; Phoxinus csikii; Phoxinus dragarum; Phoxinus fayollarum; Phoxinus keumkang; Phoxinus lumaireul; Phoxinus phoxinus; Phoxinus semotilus; Phoxinus septimaniae; Phoxinus steindachneri,0.0,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY",
ASV174,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Eukaryota,Clupea pallasii,Clupea pallasii,Clupea pallasii 8,Clupea pallasii,6,6,0,799.967717003177,,,False,False,POSSIBLE,Clupea anomalura; Clupea arcuata; Clupea arezedi; Clupea beurardi; Clupea brevis; Clupea chinensis; Clupea chrysotaenia; Clupea curta; Clupea dentex; Clupea elongata; Clupea fimbriata; Clupea gasterostea; Clupea gigantea; Clupea guestfalica; Clupea hadleyi; Clupea harengus; Clupea ignota; Clupea inermis; Clupea inflata; Clupea laccia; Clupea longimana; Clupea macrocephala; Clupea macrochira; Clupea macropthalma; Clupea macroura; Clupea manulensis; Clupea marisalbi; Clupea megapteryx; Clupea melastoma; Clupea membras; Clupea montevideo; Clupea opisthopteryx; Clupea papalina; Clupea piltschardus; Clupea polyachanthina; Clupea rex; Clupea sardinites; Clupea saulos; Clupea scheuchseri; Clupea smaragdina; Clupea spec; Clupea sulcata; Clupea suworowi; Clupea tenuissima; Clupea testis; Clupea tiejei; Clupea tobarana; Clupea trigintaoctoradiata; Clupea trinacridis; Clupea ventricosa; Clupea verticalis; Clupea vigintiquiniradiata; Clupea vigintiradiata; Clupea vittargentea; Clupea vittata; Clupea voinovi; Clupea weileri; Clupea xenophanis; Clupea zanclea; Sardinella caudata,97.7,UNCERTAIN,,,2.0,Clupea harengus; Clupea pallasii,59.0,Clupea anomalura; Clupea arcuata; Clupea arezedi; Clupea beurardi; Clupea brevis; Clupea chinensis; Clupea chrysotaenia; Clupea curta; Clupea dentex; Clupea elongata,DROP_TO_GENUS,HIGH,Geographic POSSIBLE + sequence only 97.7%,
ASV175,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Crystallogobius,Crystallogobius linearis,Eukaryota,Crystallogobius linearis,Crystallogobius linearis,Crystallogobius linearis 1,Crystallogobius linearis,7,2,5,0,,,True,True,CONFIRMED,,100.0,CONFIDENT,,,1.0,Crystallogobius linearis,0.0,,KEEP,HIGH,Geographic CONFIRMED + sequence match (100.0%),Crystallogobius linearis
ASV176,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Ctenolabrus,Ctenolabrus rupestris,Eukaryota,Ctenolabrus rupestris,Ctenolabrus rupestris,Ctenolabrus rupestris 10,Ctenolabrus rupestris,688,113,575,0,,,True,True,CONFIRMED,,99.4,UNCERTAIN,,,1.0,Ctenolabrus rupestris,1.0,Ctenolabrus knoxi,DROP_TO_GENUS,LOW,Geographic CONFIRMED but missing congeners in DB - cannot validate,Ctenolabrus sp. cf. rupestris
ASV177,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Scophthalmidae,Zeugopterus,Zeugopterus punctatus,Eukaryota,Zeugopterus punctatus,Zeugopterus punctatus,Zeugopterus punctatus 3,Zeugopterus punctatus,29,20,9,0,,,True,True,CONFIRMED,,99.4,CONFIDENT,Zeugopterus regius,89.4,2.0,Zeugopterus punctatus; Zeugopterus regius,0.0,,KEEP,HIGH,Geographic CONFIRMED + sequence match (99.4%),Zeugopterus punctatus
ASV178,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,Eukaryota,Glyptocephalus zachirus,Glyptocephalus zachirus,Glyptocephalus zachirus 2,Glyptocephalus zachirus,364580,182963,181617,6187.51854134905,59.7666667,-149.4033333,False,False,DOUBTFUL,,98.8,NO_CONGENERS,,,0.0,,0.0,,DROP_TO_GENUS,HIGH,Geographic DOUBTFUL + DB NO_CONGENERS,
